price,age
42.0,10
30.0,10
36.0,10
25.0,10
50.0,11
35.0,10
32.0,10
25.0,10
18.0,10
18.0,9
22.0,11
12.0,10
12.0,9
12.0,10
24.0,10
30.0,10
60.0,11
25.0,10
20.0,10
25.0,9
44.0,12
80.0,12
10.0,10
13.0,9
85.0,3
24.0,5
25.0,3
30.0,2
28.0,1
225.0,3
60.0,2
35.0,2
35.0,5
42.0,2
50.0,3
26.0,2
30.0,3
22.0,1
32.0,1
30.0,3
23.0,2
42.0,2
64.0,2
25.0,2
18.0,2
28.0,3
45.0,1
22.0,1
80.0,13
60.0,15
41.0,16
65.0,12
70.0,13
100.0,14
40.0,11
35.0,12
34.0,12
54.0,12
18.0,11
29.0,12
20.0,13
26.0,11
58.0,16
29.0,15
18.0,12
45.0,12
58.0,13
70.0,13
42.0,11
60.0,12
40.0,5
85.0,5
58.0,5
43.0,5
95.0,6
38.0,4
65.0,5
35.0,6
31.0,5
55.0,6
60.0,4
85.0,5
52.0,5
18.0,4
45.0,4
75.0,5
42.0,5
22.0,3
29.0,6
43.0,5
80.0,7
35.0,6
30.0,6
50.0,5
37.0,4
31.0,4
75.0,5
75.0,6
65.0,5
35.0,4
15.0,4
11.0,5
13.0,5
19.0,5
11.0,5
32.0,5
16.0,5
22.0,5
20.0,6
29.0,6
34.0,7
10.0,6
14.0,5
85.0,7
13.0,5
40.0,7
13.0,5
39.0,7
14.0,5
30.0,6
40.0,6
10.0,5
14.0,10
14.0,10
35.0,13
42.0,11
27.0,11
26.0,10
24.0,11
30.0,10
40.0,12
39.0,11
14.0,10
20.0,11
22.0,11
38.0,11
12.0,11
55.0,12
22.0,11
12.0,10
13.0,11
40.0,12
11.0,10
19.0,7
20.0,7
24.0,8
13.0,6
30.0,8
13.0,7
20.0,7
25.0,7
25.0,7
24.0,7
15.0,7
24.0,7
15.0,7
20.0,6
14.0,8
30.0,7
18.0,6
65.0,7
65.0,4
32.0,4
50.0,9
14.0,3
24.0,4
22.0,3
45.0,6
23.0,3
40.0,6
38.0,5
30.0,3
40.0,3
18.0,5
15.0,3
22.0,3
55.0,6
24.0,6
35.0,3
45.0,5
30.0,5
22.0,3
28.0,5
25.0,2
22.0,3
22.0,2
25.0,3
60.0,4
40.0,5
55.0,4
13.0,2
45.0,7
17.0,2
18.0,2
30.0,3
17.0,4
55.0,4
28.0,4
23.0,4
28.0,2
30.0,4
30.0,7
18.0,4
45.0,5
75.0,5
54.0,6
22.0,3
85.0,8
24.0,5
50.0,8
18.0,4
24.0,4
22.0,4
19.0,3
20.0,5
32.0,5
30.0,5
32.0,5
60.0,4
15.0,3
26.0,5
24.0,4
40.0,3
70.0,5
100.0,6
25.0,2
22.0,1
13.0,3
50.0,5
18.0,1
50.0,3
20.0,2
25.0,2
18.0,2
30.0,4
35.0,1
17.0,1
18.0,2
10.0,2
15.0,2
18.0,1
21.0,2
13.0,1
12.0,2
16.0,2
14.0,2
18.0,3
17.0,1
22.0,2
15.0,1
25.0,2
39.0,3
21.0,2
24.0,2
17.0,6
16.0,4
19.0,5
15.0,5
22.0,5
35.0,7
35.0,6
65.0,5
26.0,5
40.0,5
24.0,5
24.0,4
26.0,4
14.0,4
14.0,4
40.0,6
17.0,4
40.0,6
16.0,4
16.0,4
15.0,4
32.0,6
36.0,5
40.0,7
42.0,7
23.0,4
25.0,4
74.0,10
48.0,10
26.0,9
100.0,10
20.0,10
40.0,10
90.0,12
32.0,11
21.0,11
32.0,13
50.0,12
20.0,10
48.0,10
13.0,8
20.0,9
40.0,11
100.0,10
20.0,9
48.0,10
21.0,9
15.0,9
10.0,9
20.0,11
20.0,9
65.0,10
37.0,9
35.0,9
40.0,9
10.0,9
38.0,9
30.0,9
21.0,9
27.0,11
44.0,10
50.0,10
30.0,10
18.0,9
70.0,11
25.0,11
45.0,10
42.0,9
100.0,11
22.0,11
40.0,11
25.0,8
40.0,11
25.0,3
27.0,3
38.0,5
25.0,3
45.0,5
26.0,7
125.0,4
80.0,8
130.0,4
20.0,2
25.0,2
70.0,5
40.0,3
23.0,4
48.0,4
100.0,5
35.0,3
21.0,3
64.0,4
32.0,3
40.0,4
38.0,5
95.0,4
31.0,3
45.0,3
19.0,3
30.0,5
23.0,9
17.0,8
20.0,10
100.0,11
32.0,8
25.0,8
61.0,11
40.0,10
12.0,2
14.0,2
8.0,1
50.0,2
14.0,4
17.0,1
13.0,1
15.0,3
9.0,1
10.0,2
12.0,2
17.0,2
12.0,1
17.0,1
25.0,2
9.0,2
17.0,1
36.0,2
20.0,4
18.0,1
10.0,2
15.0,2
45.0,5
22.0,1
26.0,3
40.0,3
15.0,1
11.0,1
50.0,5
20.0,4
28.0,5
32.0,6
98.0,7
18.0,5
39.0,5
55.0,8
70.0,5
11.0,7
45.0,6
16.0,5
28.0,7
12.0,5
40.0,6
38.0,5
26.0,5
17.0,5
20.0,5
16.0,4
15.0,6
25.0,6
24.0,7
65.0,8
13.0,6
20.0,8
13.0,6
15.0,6
26.0,8
20.0,6
20.0,6
16.0,6
15.0,5
14.0,8
25.0,9
25.0,4
15.0,4
28.0,4
8.0,4
15.0,2
30.0,2
12.0,2
32.0,4
18.0,3
14.0,2
850.0,7
80.0,3
58.0,3
95.0,5
89.0,5
215.0,3
820.0,7
530.0,3
476.0,3
100.0,6
90.0,4
385.0,3
200.0,4
185.0,4
36.0,6
44.0,10
35.0,7
35.0,4
29.0,4
32.0,5
28.0,5
13.0,5
23.0,5
45.0,6
52.0,5
28.0,5
38.0,7
44.0,8
25.0,5
29.0,5
48.0,6
28.0,5
9.0,5
60.0,6
23.0,4
16.0,4
34.0,7
18.0,4
14.0,9
20.0,10
13.0,9
19.0,9
22.0,11
30.0,11
14.0,9
25.0,10
23.0,10
27.0,9
17.0,10
20.0,11
10.0,10
24.0,10
15.0,9
18.0,11
20.0,10
74.0,13
44.0,13
120.0,10
25.0,9
40.0,13
42.0,8
279.0,10
30.0,8
44.0,10
50.0,12
38.0,8
32.0,10
13.0,7
30.0,8
58.0,9
14.0,11
47.0,10
42.0,8
29.0,6
28.0,4
22.0,4
63.0,5
32.0,6
30.0,3
125.0,4
45.0,5
36.0,4
29.0,4
34.0,3
26.0,4
70.0,5
55.0,4
35.0,3
40.0,9
75.0,7
34.0,3
11.0,3
16.0,4
35.0,5
75.0,5
55.0,5
55.0,6
60.0,8
53.0,6
17.0,4
35.0,6
45.0,7
30.0,5
26.0,4
65.0,5
28.0,5
45.0,5
125.0,9
15.0,4
50.0,5
50.0,5
20.0,2
45.0,4
35.0,4
48.0,5
35.0,4
75.0,3
30.0,2
20.0,4
40.0,4
30.0,4
35.0,3
41.0,3
28.0,3
39.0,4
24.0,3
15.0,2
65.0,5
13.0,3
28.0,4
18.0,3
10.0,11
23.0,10
20.0,11
30.0,11
9.0,10
14.0,12
20.0,12
14.0,9
25.0,10
14.0,10
24.0,11
39.0,12
10.0,12
13.0,10
13.0,10
10.0,11
42.0,11
21.0,11
38.0,13
12.0,9
20.0,9
16.0,5
24.0,5
30.0,8
23.0,5
19.0,6
23.0,5
60.0,6
16.0,6
22.0,5
100.0,6
26.0,5
45.0,6
32.0,6
48.0,5
24.0,11
8.0,11
25.0,14
15.0,14
22.0,13
18.0,14
20.0,11
18.0,11
40.0,12
15.0,12
11.0,11
24.0,12
10.0,11
28.0,10
10.0,13
14.0,11
10.0,11
20.0,12
18.0,11
9.0,11
12.0,11
47.0,14
29.0,14
30.0,13
27.0,12
25.0,13
45.0,5
22.0,4
36.0,4
36.0,9
18.0,3
40.0,4
60.0,4
28.0,5
32.0,4
43.0,5
50.0,7
58.0,3
32.0,3
14.0,3
35.0,3
23.0,6
15.0,4
36.0,6
32.0,4
93.0,7
32.0,3
22.0,5
19.0,4
22.0,8
25.0,7
35.0,6
36.0,7
25.0,2
38.0,5
8.0,8
25.0,8
12.0,12
40.0,11
35.0,9
13.0,7
8.0,8
38.0,9
12.0,8
12.0,8
19.0,12
19.0,9
19.0,9
10.0,8
20.0,16
11.0,10
15.0,8
10.0,7
20.0,8
13.0,8
11.0,8
55.0,4
55.0,4
44.0,4
40.0,5
49.0,4
19.0,4
50.0,6
48.0,4
80.0,5
40.0,4
55.0,5
45.0,3
40.0,4
125.0,6
26.0,7
25.0,4
45.0,4
42.0,8
22.0,3
85.0,6
28.0,6
59.0,6
27.0,7
26.0,5
50.0,5
55.0,3
53.0,4
23.0,3
7.0,15
10.0,16
35.0,16
26.0,16
11.0,16
11.0,16
28.0,17
7.0,16
12.0,16
10.0,15
10.0,16
6.0,16
10.0,15
35.0,16
8.0,16
7.0,17
8.0,16
8.0,18
12.0,18
10.0,16
60.0,8
15.0,6
12.0,6
10.0,6
12.0,7
9.0,8
10.0,7
25.0,8
13.0,6
27.0,8
35.0,8
65.0,9
25.0,7
60.0,8
14.0,9
15.0,6
16.0,7
26.0,7
15.0,6
35.0,7
19.0,6
11.0,6
11.0,6
38.0,10
40.0,10
17.0,1
34.0,2
30.0,5
39.0,3
30.0,3
25.0,2
35.0,6
25.0,4
19.0,1
16.0,2
28.0,2
45.0,4
28.0,4
18.0,1
18.0,1
30.0,3
24.0,1
80.0,8
74.0,8
38.0,7
13.0,5
25.0,6
28.0,8
75.0,8
33.0,7
60.0,9
13.0,5
18.0,8
33.0,8
27.0,7
50.0,6
40.0,8
35.0,9
28.0,7
35.0,7
50.0,6
22.0,10
19.0,6
19.0,8
23.0,7
85.0,7
9.0,7
50.0,9
14.0,7
22.0,8
14.0,6
50.0,8
65.0,11
20.0,10
23.0,8
12.0,7
19.0,12
37.0,10
30.0,8
23.0,9
18.0,7
18.0,8
18.0,7
24.0,7
30.0,5
45.0,7
20.0,5
70.0,7
47.0,5
65.0,6
28.0,5
52.0,8
20.0,4
16.0,4
25.0,5
17.0,7
18.0,4
8.0,5
20.0,4
16.0,4
13.0,4
30.0,5
20.0,5
24.0,5
15.0,7
30.0,5
24.0,5
22.0,8
34.0,6
13.0,4
9.0,4
30.0,6
60.0,8
15.0,4
17.0,5
77.0,8
30.0,5
19.0,4
9.0,5
20.0,1
15.0,1
28.0,4
50.0,4
17.0,1
49.0,4
18.0,1
30.0,2
14.0,2
32.0,3
30.0,4
30.0,4
35.0,1
20.0,4
99.0,7
48.0,7
18.0,4
16.0,4
56.0,7
16.0,4
120.0,12
15.0,6
13.0,4
48.0,5
26.0,6
55.0,6
20.0,3
39.0,3
22.0,3
55.0,4
50.0,5
30.0,3
48.0,4
45.0,7
60.0,3
38.0,5
10.0,2
66.0,3
50.0,3
40.0,4
22.0,2
30.0,4
29.0,3
48.0,3
12.0,3
28.0,2
52.0,5
22.0,5
22.0,4
95.0,5
10.0,2
57.0,5
100.0,6
65.0,5
75.0,5
175.0,12
31.0,6
90.0,7
130.0,15
64.0,5
70.0,5
115.0,11
40.0,5
85.0,5
93.0,5
64.0,5
62.0,5
35.0,5
65.0,7
78.0,6
60.0,5
75.0,9
180.0,5
175.0,10
58.0,5
105.0,5
50.0,9
90.0,8
55.0,7
45.0,7
45.0,8
32.0,7
44.0,6
29.0,4
52.0,4
25.0,8
28.0,4
75.0,7
40.0,7
55.0,5
55.0,7
90.0,6
29.0,4
23.0,4
32.0,13
18.0,5
26.0,4
65.0,5
23.0,5
65.0,7
18.0,4
15.0,3
16.0,2
11.0,5
13.0,4
30.0,2
14.0,1
12.0,1
12.0,1
16.0,1
13.0,1
30.0,1
36.0,4
15.0,3
12.0,2
13.0,1
14.0,1
20.0,1
12.0,1
16.0,1
13.0,3
55.0,3
13.0,3
18.0,1
30.0,4
30.0,4
16.0,9
66.0,9
39.0,8
42.0,8
28.0,7
35.0,8
24.0,8
42.0,7
40.0,9
48.0,8
40.0,8
60.0,8
18.0,8
25.0,8
28.0,9
35.0,8
12.0,7
33.0,8
45.0,8
50.0,9
48.0,8
20.0,8
16.0,7
12.0,9
23.0,9
44.0,8
39.0,8
33.0,6
60.0,3
185.0,5
20.0,4
46.0,4
39.0,4
55.0,3
24.0,4
36.0,3
26.0,3
40.0,3
30.0,4
54.0,3
22.0,3
35.0,3
25.0,4
35.0,4
25.0,2
75.0,4
28.0,4
69.0,2
15.0,4
129.0,4
54.0,3
65.0,2
32.0,2
30.0,3
15.0,6
19.0,9
28.0,9
15.0,8
24.0,10
95.0,9
22.0,6
14.0,6
11.0,6
25.0,8
16.0,7
17.0,7
11.0,7
34.0,9
21.0,7
30.0,11
25.0,11
16.0,11
38.0,12
16.0,11
40.0,12
28.0,13
42.0,13
36.0,12
28.0,13
32.0,12
33.0,13
30.0,14
13.0,12
24.0,12
75.0,12
15.0,10
20.0,10
42.0,10
14.0,10
35.0,11
203.0,9
110.0,10
55.0,9
75.0,10
52.0,9
425.0,8
54.0,10
44.0,10
89.0,9
85.0,8
75.0,11
55.0,10
60.0,10
85.0,10
25.0,8
22.0,8
69.0,10
40.0,9
95.0,9
21.0,10
13.0,3
32.0,5
11.0,4
40.0,5
15.0,3
26.0,4
11.0,5
15.0,3
30.0,4
11.0,3
12.0,3
59.0,4
28.0,4
13.0,3
10.0,2
14.0,4
17.0,3
14.0,3
17.0,4
59.0,5
16.0,3
48.0,4
13.0,3
32.0,3
100.0,5
145.0,6
70.0,6
38.0,7
135.0,7
85.0,6
75.0,5
45.0,5
83.0,5
23.0,7
20.0,4
36.0,5
40.0,5
75.0,5
50.0,5
175.0,6
75.0,5
130.0,6
500.0,7
58.0,5
50.0,7
60.0,5
92.0,4
44.0,5
50.0,5
85.0,6
39.0,6
36.0,5
48.0,6
39.0,5
20.0,7
29.0,7
28.0,8
12.0,6
37.0,7
22.0,7
26.0,8
27.0,6
16.0,5
14.0,6
15.0,6
38.0,7
30.0,8
55.0,7
46.0,5
58.0,6
23.0,6
23.0,7
19.0,6
35.0,10
25.0,8
23.0,6
35.0,8
42.0,7
32.0,7
60.0,8
45.0,9
15.0,9
59.0,15
145.0,9
24.0,8
76.0,8
13.0,5
17.0,4
10.0,4
12.0,5
15.0,3
11.0,5
14.0,6
15.0,5
45.0,7
8.0,3
25.0,4
34.0,7
24.0,4
38.0,5
13.0,5
13.0,3
20.0,3
48.0,5
16.0,4
15.0,3
13.0,4
10.0,3
17.0,3
35.0,7
40.0,5
10.0,4
10.0,3
22.0,2
36.0,3
60.0,3
28.0,3
25.0,3
50.0,3
17.0,2
33.0,3
29.0,3
18.0,8
30.0,3
30.0,3
38.0,3
120.0,3
50.0,3
85.0,3
41.0,6
50.0,6
22.0,1
25.0,2
18.0,1
20.0,2
35.0,3
50.0,3
25.0,3
20.0,3
40.0,3
24.0,4
34.0,3
27.0,3
35.0,2
38.0,3
28.0,3
55.0,3
23.0,2
54.0,5
31.0,3
52.0,4
40.0,5
36.0,7
69.0,3
21.0,3
30.0,5
26.0,8
42.0,6
24.0,4
90.0,5
130.0,7
30.0,10
24.0,3
50.0,5
55.0,6
39.0,4
40.0,5
45.0,5
35.0,4
27.0,5
50.0,7
32.0,5
40.0,6
27.0,3
62.0,5
20.0,4
60.0,4
15.0,5
52.0,13
25.0,5
39.0,4
90.0,6
30.0,3
15.0,7
12.0,6
19.0,8
28.0,7
30.0,8
48.0,7
50.0,7
17.0,7
30.0,8
32.0,8
29.0,7
10.0,6
28.0,7
20.0,7
30.0,9
38.0,7
27.0,7
19.0,7
45.0,6
21.0,6
20.0,8
35.0,6
21.0,7
20.0,7
35.0,8
79.0,6
32.0,4
80.0,4
26.0,170
55.0,5
48.0,5
40.0,7
45.0,4
70.0,6
40.0,3
40.0,3
30.0,3
62.0,4
55.0,4
19.0,6
80.0,4
62.0,4
30.0,3
28.0,3
45.0,5
48.0,5
49.0,4
50.0,4
55.0,4
135.0,7
145.0,5
30.0,3
35.0,11
12.0,8
40.0,12
20.0,11
16.0,7
26.0,10
115.0,9
95.0,8
15.0,8
14.0,8
28.0,8
24.0,8
18.0,9
50.0,12
13.0,9
20.0,7
19.0,8
25.0,7
11.0,6
15.0,6
9.0,5
16.0,6
25.0,6
20.0,7
12.0,6
12.0,7
16.0,7
10.0,6
24.0,7
15.0,8
10.0,6
15.0,7
11.0,7
11.0,5
24.0,7
15.0,6
16.0,6
13.0,6
18.0,7
8.0,6
42.0,5
24.0,3
18.0,3
24.0,5
15.0,3
65.0,5
29.0,4
22.0,3
102.0,4
35.0,6
26.0,3
26.0,3
20.0,3
80.0,5
60.0,3
68.0,4
35.0,5
18.0,4
58.0,4
12.0,4
18.0,6
20.0,3
39.0,6
32.0,4
30.0,14
48.0,12
64.0,17
84.0,14
30.0,12
42.0,12
20.0,12
25.0,12
19.0,12
65.0,12
35.0,13
40.0,12
15.0,12
35.0,12
34.0,12
35.0,14
30.0,12
48.0,13
32.0,12
55.0,11
70.0,15
18.0,11
85.0,12
85.0,12
40.0,11
120.0,14
96.0,11
50.0,12
78.0,11
55.0,11
35.0,13
22.0,10
48.0,11
60.0,11
24.0,11
45.0,12
45.0,11
36.0,12
55.0,12
41.0,10
58.0,11
52.0,12
35.0,12
23.0,6
38.0,7
30.0,6
25.0,8
15.0,6
18.0,6
16.0,6
15.0,6
17.0,6
50.0,7
9.0,5
20.0,7
18.0,5
25.0,6
24.0,5
20.0,6
14.0,6
30.0,7
23.0,5
20.0,10
9.0,5
8.0,6
12.0,6
50.0,14
12.0,10
19.0,11
17.0,11
12.0,12
9.0,10
9.0,10
15.0,12
16.0,11
16.0,11
17.0,11
15.0,11
13.0,11
14.0,10
114.0,7
28.0,4
48.0,6
75.0,7
28.0,6
16.0,5
25.0,5
50.0,8
25.0,7
24.0,5
30.0,5
23.0,7
65.0,5
50.0,5
20.0,5
60.0,7
42.0,161
12.0,5
20.0,4
28.0,5
25.0,6
42.0,5
45.0,7
12.0,4
60.0,7
24.0,5
12.0,5
35.0,5
12.0,5
17.0,5
20.0,4
13.0,4
14.0,4
13.0,5
16.0,5
50.0,7
60.0,7
10.0,4
54.0,7
9.0,4
9.0,4
15.0,6
150.0,7
92.0,7
70.0,7
75.0,8
275.0,8
111.0,8
150.0,10
126.0,8
100.0,8
60.0,8
75.0,7
57.0,8
70.0,8
75.0,7
24.0,6
40.0,7
60.0,8
8.0,4
18.0,5
50.0,5
13.0,4
17.0,5
15.0,4
25.0,5
10.0,3
10.0,4
28.0,4
34.0,5
10.0,4
12.0,4
8.0,4
9.0,3
17.0,5
19.0,7
20.0,6
15.0,3
25.0,5
15.0,6
13.0,4
45.0,6
18.0,5
8.0,4
20.0,8
7.0,4
11.0,5
12.0,5
12.0,5
14.0,7
15.0,7
16.0,8
18.0,7
25.0,7
15.0,7
13.0,8
22.0,8
20.0,8
22.0,8
14.0,8
10.0,6
40.0,8
15.0,8
18.0,7
37.0,3
130.0,3
59.0,4
50.0,3
90.0,2
56.0,2
46.0,3
39.0,5
18.0,4
35.0,4
20.0,1
35.0,2
30.0,3
35.0,3
29.0,3
45.0,4
61.0,5
26.0,1
30.0,2
42.0,3
20.0,4
50.0,1
40.0,4
40.0,2
25.0,2
50.0,2
65.0,3
75.0,4
75.0,2
75.0,2
35.0,2
30.0,2
50.0,2
28.0,2
35.0,2
65.0,5
24.0,1
27.0,1
47.0,3
48.0,1
31.0,3
30.0,2
45.0,2
45.0,2
65.0,2
37.0,2
81.0,7
55.0,4
33.0,2
33.0,1
50.0,3
24.0,2
35.0,7
58.0,3
113.0,3
28.0,3
85.0,3
50.0,5
50.0,4
50.0,4
26.0,3
35.0,3
25.0,3
25.0,2
42.0,3
95.0,4
22.0,3
35.0,3
35.0,4
30.0,4
120.0,3
43.0,3
47.0,3
28.0,2
100.0,4
95.0,5
30.0,2
50.0,4
90.0,12
12.0,12
15.0,9
12.0,10
14.0,11
32.0,11
48.0,10
22.0,13
18.0,10
24.0,9
13.0,9
40.0,11
15.0,9
50.0,10
24.0,9
9.0,11
14.0,11
12.0,12
12.0,12
13.0,11
8.0,12
13.0,12
12.0,12
13.0,11
14.0,12
11.0,11
27.0,13
20.0,12
13.0,12
11.0,11
8.0,12
12.0,12
40.0,12
27.0,13
10.0,11
7.0,12
20.0,12
18.0,10
8.0,9
18.0,11
40.0,12
17.0,11
13.0,10
20.0,13
15.0,12
18.0,9
12.0,10
12.0,10
15.0,13
36.0,11
31.0,11
10.0,10
10.0,11
10.0,9
17.0,11
31.0,10
16.0,12
32.0,11
15.0,11
330.0,11
25.0,11
60.0,11
150.0,11
62.0,11
48.0,11
37.0,10
34.0,12
145.0,11
95.0,11
90.0,12
35.0,12
45.0,10
225.0,11
70.0,11
75.0,12
33.0,11
30.0,13
115.0,11
125.0,11
85.0,11
28.0,3
36.0,3
12.0,2
15.0,4
17.0,2
20.0,3
45.0,10
30.0,3
48.0,3
50.0,4
25.0,4
36.0,3
10.0,2
20.0,4
27.0,5
22.0,3
47.0,4
21.0,2
25.0,4
22.0,3
34.0,7
20.0,3
18.0,3
29.0,6
16.0,2
32.0,3
32.0,3
20.0,2
29.0,4
30.0,3
75.0,5
120.0,5
29.0,3
22.0,3
65.0,3
18.0,4
17.0,3
14.0,4
20.0,3
16.0,2
39.0,3
68.0,3
25.0,4
35.0,4
16.0,3
32.0,8
25.0,6
50.0,4
18.0,3
40.0,6
60.0,5
70.0,5
80.0,3
20.0,3
34.0,3
11.0,10
21.0,12
8.0,11
12.0,12
30.0,12
24.0,11
14.0,10
10.0,10
22.0,14
16.0,13
13.0,10
12.0,11
28.0,12
20.0,11
20.0,11
35.0,16
14.0,12
18.0,12
35.0,3
20.0,4
8.0,2
45.0,3
18.0,3
18.0,3
29.0,3
16.0,2
35.0,4
17.0,2
30.0,4
14.0,3
16.0,1
27.0,2
13.0,2
65.0,3
50.0,3
30.0,3
23.0,2
12.0,3
55.0,3
37.0,4
25.0,2
40.0,4
20.0,2
44.0,4
15.0,2
25.0,4
85.0,4
50.0,4
45.0,4
30.0,3
41.0,2
26.0,3
90.0,4
52.0,4
62.0,4
64.0,3
125.0,4
20.0,4
45.0,6
50.0,7
28.0,4
37.0,6
25.0,7
13.0,4
60.0,6
90.0,6
110.0,6
50.0,7
45.0,6
24.0,5
75.0,6
42.0,5
11.0,5
95.0,6
27.0,8
30.0,5
17.0,5
40.0,6
70.0,10
13.0,5
18.0,4
22.0,4
38.0,5
26.0,5
45.0,6
12.0,5
25.0,6
30.0,7
32.0,6
30.0,8
35.0,8
7.0,5
10.0,6
25.0,8
26.0,5
17.0,5
18.0,5
10.0,5
24.0,6
16.0,5
28.0,8
15.0,6
17.0,5
18.0,7
12.0,6
13.0,5
11.0,5
22.0,5
88.0,9
9.0,5
16.0,5
38.0,3
40.0,4
30.0,5
16.0,3
30.0,3
38.0,6
38.0,4
43.0,3
53.0,4
60.0,3
20.0,3
39.0,4
28.0,4
40.0,5
25.0,5
35.0,5
28.0,3
30.0,4
15.0,5
85.0,8
42.0,4
42.0,4
50.0,8
45.0,4
85.0,6
90.0,5
22.0,13
13.0,10
11.0,13
18.0,10
12.0,10
13.0,12
18.0,10
25.0,11
8.0,11
15.0,10
11.0,12
12.0,11
19.0,11
40.0,11
27.0,10
22.0,10
13.0,10
14.0,9
10.0,9
10.0,9
12.0,9
9.0,9
10.0,10
9.0,9
17.0,11
10.0,11
12.0,11
22.0,12
20.0,4
33.0,2
30.0,1
125.0,3
85.0,5
45.0,4
29.0,2
25.0,3
26.0,3
35.0,2
30.0,1
40.0,3
115.0,5
26.0,2
200.0,4
42.0,2
140.0,3
50.0,2
33.0,3
50.0,5
35.0,3
55.0,2
64.0,2
64.0,2
40.0,2
35.0,2
75.0,3
63.0,7
15.0,6
13.0,3
20.0,4
22.0,4
22.0,5
25.0,4
46.0,4
20.0,4
45.0,5
19.0,6
15.0,6
16.0,3
24.0,6
42.0,5
24.0,5
18.0,4
53.0,5
27.0,4
28.0,6
13.0,3
96.0,6
35.0,5
16.0,3
20.0,3
28.0,4
175.0,6
24.0,4
34.0,6
34.0,5
20.0,5
75.0,8
35.0,7
28.0,6
29.0,8
18.0,5
10.0,6
13.0,6
38.0,7
45.0,8
60.0,10
70.0,7
48.0,6
17.0,6
20.0,6
69.0,6
25.0,5
55.0,7
32.0,6
15.0,5
25.0,7
28.0,8
52.0,6
35.0,7
70.0,8
26.0,3
20.0,4
30.0,5
20.0,3
14.0,2
12.0,4
28.0,3
17.0,4
17.0,3
60.0,4
48.0,4
16.0,3
22.0,3
22.0,4
16.0,3
40.0,5
24.0,3
62.0,5
16.0,3
17.0,4
10.0,3
30.0,4
20.0,3
24.0,4
40.0,5
50.0,3
50.0,3
20.0,3
40.0,3
65.0,4
40.0,3
38.0,3
38.0,3
87.0,2
15.0,1
30.0,3
29.0,4
67.0,8
50.0,4
50.0,2
38.0,2
30.0,2
75.0,4
28.0,5
12.0,5
16.0,5
15.0,5
11.0,5
15.0,5
7.0,5
60.0,7
28.0,4
14.0,4
18.0,4
17.0,4
10.0,4
16.0,6
20.0,4
16.0,4
20.0,5
18.0,5
8.0,5
12.0,5
14.0,4
14.0,4
13.0,5
25.0,4
20.0,4
10.0,4
10.0,5
28.0,6
20.0,7
18.0,8
25.0,7
10.0,6
17.0,9
35.0,10
20.0,11
60.0,8
30.0,7
47.0,18
34.0,10
75.0,8
80.0,10
32.0,7
35.0,8
105.0,7
75.0,8
20.0,7
53.0,7
75.0,7
65.0,7
37.0,6
65.0,13
32.0,7
24.0,6
20.0,6
30.0,9
70.0,15
55.0,7
68.0,9
75.0,9
42.0,8
25.0,8
38.0,8
12.0,7
22.0,8
15.0,6
35.0,8
15.0,10
18.0,7
9.0,6
17.0,6
19.0,6
16.0,6
28.0,7
11.0,9
20.0,9
24.0,7
15.0,7
21.0,7
18.0,7
30.0,11
19.0,11
13.0,12
13.0,10
11.0,10
50.0,11
26.0,11
26.0,11
13.0,10
40.0,14
9.0,11
12.0,12
10.0,11
10.0,10
15.0,9
8.0,11
10.0,9
8.0,9
12.0,10
11.0,9
10.0,9
13.0,12
9.0,10
8.0,11
24.0,5
65.0,7
20.0,6
12.0,7
12.0,5
25.0,8
19.0,8
54.0,6
41.0,9
100.0,7
38.0,7
55.0,6
16.0,5
25.0,6
15.0,5
50.0,6
22.0,5
63.0,6
50.0,7
40.0,7
29.0,6
40.0,8
12.0,6
50.0,7
29.0,6
10.0,9
16.0,7
24.0,9
6.0,6
13.0,9
12.0,6
14.0,7
17.0,7
20.0,7
12.0,7
35.0,8
29.0,7
11.0,6
30.0,7
35.0,7
24.0,7
18.0,7
12.0,7
15.0,9
12.0,6
11.0,2
13.0,2
16.0,3
14.0,3
30.0,4
15.0,2
60.0,4
14.0,5
18.0,2
17.0,3
18.0,2
15.0,2
19.0,3
14.0,2
115.0,5
26.0,11
35.0,11
13.0,11
11.0,12
9.0,11
12.0,12
10.0,10
8.0,12
33.0,10
14.0,10
41.0,11
9.0,10
23.0,12
28.0,10
14.0,10
12.0,10
10.0,10
13.0,10
12.0,10
25.0,10
35.0,12
20.0,10
80.0,8
165.0,13
65.0,6
85.0,7
90.0,8
100.0,8
50.0,7
150.0,7
75.0,6
125.0,8
230.0,6
20.0,5
70.0,7
54.0,9
17.0,6
40.0,6
38.0,8
26.0,7
30.0,7
45.0,7
54.0,8
16.0,7
30.0,6
22.0,6
18.0,8
30.0,7
30.0,7
150.0,7
55.0,8
50.0,8
32.0,7
21.0,6
15.0,6
65.0,8
25.0,8
37.0,12
60.0,11
25.0,9
105.0,10
34.0,9
80.0,10
41.0,10
24.0,9
56.0,10
15.0,9
108.0,9
20.0,8
32.0,9
15.0,8
50.0,12
37.0,10
35.0,9
17.0,2
75.0,4
60.0,3
22.0,1
20.0,1
23.0,1
35.0,7
50.0,2
35.0,5
60.0,4
24.0,1
19.0,1
24.0,1
20.0,1
17.0,1
40.0,3
28.0,2
23.0,1
30.0,4
32.0,2
14.0,1
45.0,5
65.0,4
70.0,2
80.0,3
79.0,2
78.0,4
52.0,2
30.0,2
